region1,region2,ratio,common,first
USSR-kirgiz,USSR-litván,0.6666666666666666,2,1.5
USSR-litván,USSR-kirgiz,0.05555555555555555,2,0.5
USSR-kirgiz,USSR-moldva,0,0,0
USSR-moldva,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-orosz,0.3333333333333333,1,0
USSR-orosz,USSR-kirgiz,0.004830917874396135,1,1
USSR-kirgiz,USSR-tadzsik,0,0,0
USSR-tadzsik,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-türkmén,0,0,0
USSR-türkmén,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-udmurt,0,0,0
USSR-udmurt,USSR-kirgiz,0,0,0
USSR-kirgiz,USSR-ukrán,0.3333333333333333,1,0
USSR-ukrán,USSR-kirgiz,0.017857142857142856,1,1
USSR-kirgiz,USSR-észt,0.6666666666666666,2,0
USSR-észt,USSR-kirgiz,0.06666666666666667,2,2
USSR-kirgiz,USSR-örmény,0.3333333333333333,1,1
USSR-örmény,USSR-kirgiz,0.0625,1,0
USSR-kirgiz,USSR-üzbég,0,0,0
USSR-üzbég,USSR-kirgiz,0,0,0
USSR-kirgiz,Venezuela,0,0,0
Venezuela,USSR-kirgiz,0,0,0
USSR-kirgiz,Vietnam,0,0,0
Vietnam,USSR-kirgiz,0,0,0
USSR-kirgiz,Yugoslavia,0,0,0
Yugoslavia,USSR-kirgiz,0,0,0
USSR-lett,USSR-lett,NA,NA,NA
USSR-lett,USSR-litván,0.37037037037037035,10,3.5
USSR-litván,USSR-lett,0.2777777777777778,10,6.5
USSR-lett,USSR-moldva,0.07407407407407407,2,1.5
USSR-moldva,USSR-lett,0.25,2,0.5
USSR-lett,USSR-orosz,0.7037037037037037,19,3
USSR-orosz,USSR-lett,0.09178743961352658,19,16
USSR-lett,USSR-tadzsik,0.037037037037037035,1,1
USSR-tadzsik,USSR-lett,0.2,1,0
USSR-lett,USSR-türkmén,0.037037037037037035,1,1
USSR-türkmén,USSR-lett,0.25,1,0
USSR-lett,USSR-udmurt,0,0,0
USSR-udmurt,USSR-lett,0,0,0
USSR-lett,USSR-ukrán,0.2962962962962963,8,5
USSR-ukrán,USSR-lett,0.14285714285714285,8,3
USSR-lett,USSR-észt,0.1111111111111111,3,0
USSR-észt,USSR-lett,0.1,3,3
USSR-lett,USSR-örmény,0.18518518518518517,5,3
USSR-örmény,USSR-lett,0.3125,5,2
USSR-lett,USSR-üzbég,0.1111111111111111,3,3
USSR-üzbég,USSR-lett,0.375,3,0
USSR-lett,Venezuela,0,0,0
Venezuela,USSR-lett,0,0,0
USSR-lett,Vietnam,0,0,0
Vietnam,USSR-lett,0,0,0
USSR-lett,Yugoslavia,0.2222222222222222,6,2.5
Yugoslavia,USSR-lett,0.046875,6,3.5
USSR-litván,USSR-litván,NA,NA,NA
USSR-litván,USSR-moldva,0.05555555555555555,2,2
USSR-moldva,USSR-litván,0.25,2,0
USSR-litván,USSR-orosz,0.6388888888888888,23,2.5
USSR-orosz,USSR-litván,0.1111111111111111,23,20.5
USSR-litván,USSR-tadzsik,0.05555555555555555,2,2
USSR-tadzsik,USSR-litván,0.4,2,0
USSR-litván,USSR-türkmén,0.05555555555555555,2,1
USSR-türkmén,USSR-litván,0.5,2,1
USSR-litván,USSR-udmurt,0,0,0
USSR-udmurt,USSR-litván,0,0,0
USSR-litván,USSR-ukrán,0.25,9,2
USSR-ukrán,USSR-litván,0.16071428571428573,9,7
USSR-litván,USSR-észt,0.2222222222222222,8,4
USSR-észt,USSR-litván,0.26666666666666666,8,4
USSR-litván,USSR-örmény,0.19444444444444445,7,6
USSR-örmény,USSR-litván,0.4375,7,1
USSR-litván,USSR-üzbég,0.1111111111111111,4,3.5
USSR-üzbég,USSR-litván,0.5,4,0.5
USSR-litván,Venezuela,0,0,0
Venezuela,USSR-litván,0,0,0
USSR-litván,Vietnam,0.05555555555555555,2,2
Vietnam,USSR-litván,0.6666666666666666,2,0
USSR-litván,Yugoslavia,0.3055555555555556,11,5
Yugoslavia,USSR-litván,0.0859375,11,6
USSR-moldva,USSR-moldva,NA,NA,NA
USSR-moldva,USSR-orosz,0.625,5,0
USSR-orosz,USSR-moldva,0.024154589371980676,5,5
USSR-moldva,USSR-tadzsik,0.125,1,0
USSR-tadzsik,USSR-moldva,0.2,1,1
USSR-moldva,USSR-türkmén,0.25,2,2
USSR-türkmén,USSR-moldva,0.5,2,0
USSR-moldva,USSR-udmurt,0.125,1,1
USSR-udmurt,USSR-moldva,1,1,0
USSR-moldva,USSR-ukrán,0.375,3,1
USSR-ukrán,USSR-moldva,0.05357142857142857,3,2
USSR-moldva,USSR-észt,0.25,2,0
USSR-észt,USSR-moldva,0.06666666666666667,2,2
USSR-moldva,USSR-örmény,0.5,4,2.5
USSR-örmény,USSR-moldva,0.25,4,1.5
USSR-moldva,USSR-üzbég,0,0,0
USSR-üzbég,USSR-moldva,0,0,0
USSR-moldva,Venezuela,0,0,0
Venezuela,USSR-moldva,0,0,0
USSR-moldva,Vietnam,0,0,0
Vietnam,USSR-moldva,0,0,0
USSR-moldva,Yugoslavia,0.375,3,1
Yugoslavia,USSR-moldva,0.0234375,3,2
USSR-orosz,USSR-orosz,NA,NA,NA
USSR-orosz,USSR-tadzsik,0.004830917874396135,1,1
USSR-tadzsik,USSR-orosz,0.2,1,0
USSR-orosz,USSR-türkmén,0.004830917874396135,1,1
USSR-türkmén,USSR-orosz,0.25,1,0
USSR-orosz,USSR-udmurt,0.004830917874396135,1,1
USSR-udmurt,USSR-orosz,1,1,0
USSR-orosz,USSR-ukrán,0.1497584541062802,31,21.5
USSR-ukrán,USSR-orosz,0.5535714285714286,31,9.5
USSR-orosz,USSR-észt,0.06280193236714976,13,9
USSR-észt,USSR-orosz,0.43333333333333335,13,4
USSR-orosz,USSR-örmény,0.05314009661835749,11,10
USSR-örmény,USSR-orosz,0.6875,11,1
USSR-orosz,USSR-üzbég,0.024154589371980676,5,5
USSR-üzbég,USSR-orosz,0.625,5,0
USSR-orosz,Venezuela,0,0,0
Venezuela,USSR-orosz,0,0,0
USSR-orosz,Vietnam,0.014492753623188406,3,3
Vietnam,USSR-orosz,1,3,0
USSR-orosz,Yugoslavia,0.11594202898550725,24,11
Yugoslavia,USSR-orosz,0.1875,24,13
USSR-tadzsik,USSR-tadzsik,NA,NA,NA
USSR-tadzsik,USSR-türkmén,0.4,2,1
USSR-türkmén,USSR-tadzsik,0.5,2,1
USSR-tadzsik,USSR-udmurt,0,0,0
USSR-udmurt,USSR-tadzsik,0,0,0
USSR-tadzsik,USSR-ukrán,0.4,2,0
USSR-ukrán,USSR-tadzsik,0.03571428571428571,2,2
USSR-tadzsik,USSR-észt,0.2,1,0
USSR-észt,USSR-tadzsik,0.03333333333333333,1,1
USSR-tadzsik,USSR-örmény,0.2,1,0
USSR-örmény,USSR-tadzsik,0.0625,1,1
USSR-tadzsik,USSR-üzbég,0,0,0
USSR-üzbég,USSR-tadzsik,0,0,0
USSR-tadzsik,Venezuela,0,0,0
Venezuela,USSR-tadzsik,0,0,0
USSR-tadzsik,Vietnam,0,0,0
Vietnam,USSR-tadzsik,0,0,0
USSR-tadzsik,Yugoslavia,0,0,0
Yugoslavia,USSR-tadzsik,0,0,0
USSR-türkmén,USSR-türkmén,NA,NA,NA
USSR-türkmén,USSR-udmurt,0,0,0
USSR-udmurt,USSR-türkmén,0,0,0
USSR-türkmén,USSR-ukrán,0.5,2,0.5
USSR-ukrán,USSR-türkmén,0.03571428571428571,2,1.5
USSR-türkmén,USSR-észt,0,0,0
USSR-észt,USSR-türkmén,0,0,0
USSR-türkmén,USSR-örmény,0.5,2,1
USSR-örmény,USSR-türkmén,0.125,2,1
USSR-türkmén,USSR-üzbég,0,0,0
USSR-üzbég,USSR-türkmén,0,0,0
USSR-türkmén,Venezuela,0,0,0
Venezuela,USSR-türkmén,0,0,0
USSR-türkmén,Vietnam,0,0,0
Vietnam,USSR-türkmén,0,0,0
USSR-türkmén,Yugoslavia,0.25,1,0
Yugoslavia,USSR-türkmén,0.0078125,1,1
USSR-udmurt,USSR-udmurt,NA,NA,NA
USSR-udmurt,USSR-ukrán,0,0,0
USSR-ukrán,USSR-udmurt,0,0,0
USSR-udmurt,USSR-észt,0,0,0
USSR-észt,USSR-udmurt,0,0,0
USSR-udmurt,USSR-örmény,0,0,0
USSR-örmény,USSR-udmurt,0,0,0
USSR-udmurt,USSR-üzbég,0,0,0
USSR-üzbég,USSR-udmurt,0,0,0
USSR-udmurt,Venezuela,0,0,0
Venezuela,USSR-udmurt,0,0,0
USSR-udmurt,Vietnam,0,0,0
Vietnam,USSR-udmurt,0,0,0
USSR-udmurt,Yugoslavia,0,0,0
Yugoslavia,USSR-udmurt,0,0,0
USSR-ukrán,USSR-ukrán,NA,NA,NA
USSR-ukrán,USSR-észt,0.10714285714285714,6,1.5
USSR-észt,USSR-ukrán,0.2,6,4.5
USSR-ukrán,USSR-örmény,0.08928571428571429,5,2.5
USSR-örmény,USSR-ukrán,0.3125,5,2.5
USSR-ukrán,USSR-üzbég,0.07142857142857142,4,3
USSR-üzbég,USSR-ukrán,0.5,4,1
USSR-ukrán,Venezuela,0,0,0
Venezuela,USSR-ukrán,0,0,0
USSR-ukrán,Vietnam,0.017857142857142856,1,0
Vietnam,USSR-ukrán,0.3333333333333333,1,1
USSR-ukrán,Yugoslavia,0.21428571428571427,12,3
Yugoslavia,USSR-ukrán,0.09375,12,9
USSR-észt,USSR-észt,NA,NA,NA
USSR-észt,USSR-örmény,0.16666666666666666,5,4
USSR-örmény,USSR-észt,0.3125,5,1
USSR-észt,USSR-üzbég,0.06666666666666667,2,1
USSR-üzbég,USSR-észt,0.25,2,1
USSR-észt,Venezuela,0.03333333333333333,1,0
Venezuela,USSR-észt,0.5,1,1
USSR-észt,Vietnam,0.03333333333333333,1,1
Vietnam,USSR-észt,0.3333333333333333,1,0
USSR-észt,Yugoslavia,0.3333333333333333,10,4
Yugoslavia,USSR-észt,0.078125,10,6
USSR-örmény,USSR-örmény,NA,NA,NA
USSR-örmény,USSR-üzbég,0.0625,1,0
USSR-üzbég,USSR-örmény,0.125,1,1
USSR-örmény,Venezuela,0,0,0
Venezuela,USSR-örmény,0,0,0
USSR-örmény,Vietnam,0.0625,1,1
Vietnam,USSR-örmény,0.3333333333333333,1,0
USSR-örmény,Yugoslavia,0.125,2,0
Yugoslavia,USSR-örmény,0.015625,2,2
USSR-üzbég,USSR-üzbég,NA,NA,NA
USSR-üzbég,Venezuela,0,0,0
Venezuela,USSR-üzbég,0,0,0
USSR-üzbég,Vietnam,0,0,0
Vietnam,USSR-üzbég,0,0,0
USSR-üzbég,Yugoslavia,0.375,3,1
Yugoslavia,USSR-üzbég,0.0234375,3,2
Venezuela,Venezuela,NA,NA,NA
Venezuela,Vietnam,0,0,0
Vietnam,Venezuela,0,0,0
Venezuela,Yugoslavia,0,0,0
Yugoslavia,Venezuela,0,0,0
Vietnam,Vietnam,NA,NA,NA
Vietnam,Yugoslavia,0.3333333333333333,1,1
Yugoslavia,Vietnam,0.0078125,1,0
Yugoslavia,Yugoslavia,NA,NA,NA
