id,author,translator,target_title,target_lang,country,year,place,publisher,pagination,orig_lang,editionstat,orig_title,interm_title,isbn,interm_lang,auth_quality,transl_quality
10320,"Polgár Lea","Simor Susanne","Die zwei Welten der Rahel Bratmann : Roman",German,Germany,2006,München,Beck,"289 p.",Hungarian,,Álmatlanság,,"(ISBN: 3-406-55069-X, 978-3-406-55069-0); (ISBN: 3-406-55069-X, 978-3-406-55069-0)",,,
10321,"Beluszky Pál",,"Historische Geographie der Grossen Ungarischen Tiefebene",German,Germany,2006,Passau,Schenk,"280 p.",Hungarian,,"A nagyalföld történeti földrajza",,"(ISBN: 3-939337-11-0, 978-3-939337-11-9); (ISBN: 3-939337-11-0, 978-3-939337-11-9)",,,
10322,"Nádas Péter","Eisterer Heinrich","Behutsame Ortsbestimmung : zwei Berichte",German,Germany,2006,Berlin,Berlin-Verlag,"78 p.",Hungarian,,,,"(ISBN: 3-8270-0402-0, 978-3-8270-0402-4); (ISBN: 3-8270-0402-0, 978-3-8270-0402-4)",,,
10323,"Sándor Iván","Tankó Timea","Geliebte Liv : Roman",German,Germany,2006,München,"Deutscher Taschenbuch-Verlag","357 p.",Hungarian,,"Drága Liv",,"(ISBN: 3-423-24558-1, 978-3-423-24558-6); (ISBN: 3-423-24558-1, 978-3-423-24558-6)",,,
10324,"Závada Pál","Zeltner Ernö","Das Kissen der Jadwiga : Tagebuch ; Roman",German,Germany,2006,München,Luchterhand,"457 p.",Hungarian,,"Jadviga párnája",,"(ISBN: 3-630-87226-3, 978-3-630-87226-1); (ISBN: 3-630-87226-3, 978-3-630-87226-1)",,,
10325,"Vámos Miklós","Zeltner Ernö","Vom Lieben und Hassen : Roman",German,Germany,2006,München,btb,"316 Sp",Hungarian,,"Anya csak egy van",,"(ISBN: 3-442-75156-X, 978-3-442-75156-3); (ISBN: 3-442-75156-X, 978-3-442-75156-3)",,,
10326,"Rainer M. János","Nass Anne","Imre Nagy : vom Parteisoldaten zum Märtyrer des ungarischen Volksaufstands ; eine politische Biographie 1896 - 1958 ; Eine Gemeinschaftspublikation des Instituts für die Geschichte der Ungarischen Revolution 1956, Budapest, und der Bundesstiftung zur Aufarbeitung der SED-Diktatur, Berlin",German,Germany,2006,"Paderborn, München",Schöningh,"282 p.",Hungarian,,"Nagy Imre",,"(ISBN: 3-506-75836-5)",,,
10327,"Hamvas Béla","Doma Akos","Kierkegaard in Sizilien : Essays",German,Germany,2006,Berlin,"Matthes und Seitz","276 p.",Hungarian,,,,"(ISBN: 3-88221-876-2, 978-3-88221-876-3); (ISBN: 3-88221-876-2, 978-3-88221-876-3)",,,
10328,"Karinthy Ferenc","Buda György","Das goldene Zeitalter : Roman",German,Germany,2006,München,SchirmerGraf,"120 p.",Hungarian,,Aranyidő,,"(ISBN: 3-86555-031-2, 978-3-86555-031-6); (ISBN: 3-86555-031-2, 978-3-86555-031-6)",,,
10329,"Dalos György","Zylla Elsbeth","1956 : der Aufstand in Ungarn",German,Germany,2006,München,Beck,"246 p., Ill.",Hungarian,,,,"(ISBN: 3-406-54973-X, 978-3-406-54973-1); (ISBN: 3-406-54973-X, 978-3-406-54973-1)",,,
10330,"Csányi Vilmos","Rau Gisela","Wenn Hunde sprechen könnten : Verstand und Verstandesleistungen von Hunden",German,Germany,2006,Mürlenbach,Kynos-Verlag,"282 p.",Hungarian,,"Bukfenc és jeromos",,"(ISBN: 3-938071-23-0, 978-3-938071-23-6); (ISBN: 3-938071-23-0, 978-3-938071-23-6)",,,
10331,"Bröhan-Museum Ingeborg; Becker Zoltán; Huszár","Rackebrandt Wolfgang","Farbenfreude und Exotik. Ungarische Jugendstilkeramik der Manufaktur Zsolnay, Pécs : Ausstellung im Bröhan-Museum vom 2. Juni bis 3. September 2006 ; Erscheint im Rahmen der Ausstellung Farbenfreude und Exotik. Ungarische Jugendstilkeramik der Manufaktur Zsolnay, Pécs",German,Germany,2006,Berlin,Bröhan-Museum,"24 p.",Hungarian,,,,"(ISBN: 3-9807894-6-2, 978-3-9807894-6-2); (ISBN: 3-9807894-6-2, 978-3-9807894-6-2)",,Berlin,
10332,"Esterházy Péter","Buda György; Gahse Zsuzanna","Rubens und die nichteuklidischen Weiber : vier Theatertexte",German,Germany,2006,Berlin,"Berliner Taschenbuch-Verlag","224 p.",Hungarian,,,,"(ISBN: 3-8333-0455-3, 978-3-8333-0455-2); (ISBN: 3-8333-0455-3, 978-3-8333-0455-2)",,,
10333,"Schvarcz-Horovitz Helena","Mechera-Schvarcz Agnes","Ein Hering für zwei Zigaretten : Erinnerungen einer Holocaust-Überlebenden an die Deportation der ungarischen Juden nach Strasshof, an die Arbeitslager in Wien und die Todesmärsche durch Österreich ; niedergeschrieben in ungarischer Sprache zwischen 1985 und 1995",German,Germany,2006,Konstanz,Hartung-Gorre,"208 p.",Hungarian,,,,"(ISBN: 3-86628-079-3, 978-3-86628-079-3); (ISBN: 3-86628-079-3, 978-3-86628-079-3)",,,
10334,"Romsics Ignác","Schäfer Tibor","Es war einmal ... : Ungarns Aufbruch zur Demokratie",German,Germany,2006,Herne,Schäfer,"370 p., Ill.",Hungarian,,"Volt egyszer egy rendszerváltás",,"(ISBN: 3-933337-38-0, 978-3-933337-38-2); (ISBN: 3-933337-38-0, 978-3-933337-38-2)",,,
10335,"Győrffy Ákos","Adamik Lajos; Csejka Gerhardt","Aus Akutagawas Notizblock",German,Germany,2006,Aachen,Rimbaud,"76 p.",Hungarian,,"Akutagava noteszéből",,"(ISBN: 3-89086-598-4, 978-3-89086-598-0); (ISBN: 3-89086-598-4, 978-3-89086-598-0)",,,
10336,"Paulovkin Boglárka","Draskóczy P. Dietlinde","Wie der Marienkäfer seine Punkte wiederbekam",German,Germany,2006,Passau,Schenk,"40 p.",Hungarian,,"A katicabogár elveszett pöttyei",,"(ISBN: 3-939337-25-0, 978-3-939337-25-6); (ISBN: 3-939337-25-0, 978-3-939337-25-6)",,,
10337,"Sohony Edit","Draskóczy P. Dietlinde","Die Verräterin oder: zur Hölle mit den Mädchen!",German,Germany,2006,Passau,Schenk,"205 p.",Hungarian,,"Le a Csajokkal!",,"(ISBN: 3-939337-08-0, 978-3-939337-08-9); (ISBN: 3-939337-08-0, 978-3-939337-08-9)",,,
10338,"Kiss Ottó","Prinz Clemens","Mario, der Sternensammler",German,Germany,2006,Passau,Schenk,"40 p.",Hungarian,,"Csillagszedő Márió",,"(ISBN: 3-939337-24-2, 978-3-939337-24-9); (ISBN: 3-939337-24-2, 978-3-939337-24-9)",,,
10339,"Berg Judit","Draskóczy P. Dietlinde","Poldine und Fidibus : Was für ein Wetter!",German,Germany,2006,Passau,Schenk,"48 p.",Hungarian,,,,"(ISBN: 3-939337-23-4, 978-3-939337-23-2); (ISBN: 3-939337-23-4, 978-3-939337-23-2)",,,
10340,"Fehér György; Makko Maris","Sinimets Ivar","Ungari : üksi jalutajale, auto- ja tugitoolituristile",Estonian,Estonia,2005,"Tallinn; Tallinn","Ilo; Hibernia","191, 1 p. koos kaanega, ill., kaart., portr.",Hungarian,,,,"(ISBN: 9985577256)",,,
10341,"Janikovszky Éva","Mägi Kaur","Kellesse see laps läinud on?",Estonian,Estonia,2005,Tallinn,Hotger,"48 p., ill.",Hungarian,,"Kire ütött ez a gyerek?",,"(ISBN: 9985952693)",,,
10342,"Csorba Csaba; Estók Jdinos; Salamon Konrdid","Asu-Õunas Ene; Hdimor József","Ungari ajalugu sõnas ja pildis : algusest tänapäevani",Estonian,Estonia,2005,Tartu,Ilmamaa,"247, 1 p., ill., kaart., portr.",Hungarian,,,,"(ISBN: 9985771397)",,,
10343,,"Banhard Evelin","Jõuluraamat : jutud ja luuletused",Estonian,Estonia,2005,Tallinn,"Kirilille Kirjastus","64 p., ill.",Hungarian,,"Szent 'karazcony eijel",,"(ISBN: 9949410371)",,,
10344,"Hiedel Edvin; Jávorszky Béla","Asu-Õunas Ene; Ehin Andres; Kokla Tiiu; Mesipuu Kairi; Niit Ellen; Rummo Paul-Eerik; Seppel Ly; Valton Arvo; et al.","Mu ema must roos : XX sajandi teise poole ungari luule antoloogia",Estonian,Estonia,2004,Tallinn,Varrak,"445 p., portr.",Hungarian,,,,"(ISBN: 9985305957)",,,
10345,"Janikovszky Éva","Pervik Aino","Minuga juhtub alati midagi",Estonian,Estonia,2003,Tallinn,Tiritamm,"32, 2 p., ill.",Hungarian,"2. tr.","Velem mindig történik valami",,"(ISBN: 9985551656)",,,
10346,"Molnár Ferenc","Mark Julius","Pál-tänava poisid",Estonian,Estonia,2003,Tallinn,"Eesti Ekspressi Kirjastus","180 p., ill.",Hungarian,Kordustr.,"A Pál utcai fiúk",,"(ISBN: 9985948823)",,,
10347,"Janikovszky Éva","Pervik Aino","Usu või ära usu",Estonian,Estonia,2004,Tallinn,Tiritamm,"32 p., ill.",Hungarian,"2. tr.","Akár hiszed, akár nem",,"(ISBN: 9985551729)",,,
10348,"Nádas Péter; Swartz Richard","Kokla Tiiu","Kahekõne : neli päeva 1989-ndal",Estonian,Estonia,2004,Tallinn,Perioodika,"166, 2 p.",Hungarian,,Párbeszéd,,"(ISBN: 9985853458)",,,
10349,"Nyírő Erzsébet","Sinimets Ivar","Munadepüha kingitus",Estonian,Estonia,2004,Tallinn,Sinisukk,"47 p., ill.",Hungarian,,"Húsvéti ajándék",,"(ISBN: 9985737210)",,,
10350,"Csaba Feketü","Kangro Maarja","Pisikese Pitsu lõbusad lood : lood lastele ja lapsemeelsetele",Estonian,Estonia,2004,Tallinn,"Kirilille Kirjastus","112 p., ill.",Hungarian,,"Kócos kalandjai",,"(ISBN: 9949410037)",,,
10351,"Janikovszky Éva","Hiedel Edvin","Ole õnnelik, et on poiss!",Estonian,Estonia,2004,Tallinn,Tiritamm,"23, 1 p., ill.",Hungarian,,"Örülj, hogy fiú!",,"(ISBN: 9985551788)",,,
10352,"Janikovszky Éva","Hiedel Edvin","Ole õnnelik, et on tüdruk!",Estonian,Estonia,2004,Tallinn,Tiritamm,"23, 1 p., ill.",Hungarian,,"Örülj, hogy lány!",,"(ISBN: 9985551796)",,,
10353,"Mooste Angela","Lumiste Lauri","Jõulud Päkapikumaal : muinasjutud",Estonian,Estonia,2004,Tallinn,"Kirilille Kirjastus","76 p., ill.",Hungarian,,"Az elveszett rénszarvas",,"(ISBN: 994941007X)",,,
10354,"Kertész Imre","Liivak Sander",Saatusetus,Estonian,Estonia,2004,Tallinn,"Eesti Raamat","173, 1 p., portr.",Hungarian,,Sorstalanság,,"(ISBN: 998565465X)",,,
10355,"Kosztolányi Dezső","Hiedel Edvin","Kornél Esti paljastamine",Estonian,Estonia,2004,Tallinn,Varrak,"199, 4 p.",Hungarian,,,,"(ISBN: 9985309006)",,,
10356,"Kertész Imre","Kovacsics Adan",Liquidación,Spanish,Spain,2005,Madrid,"Suma de Letras","164 p.",Hungarian,,Felszámolás,,"(ISBN: 84-663-1486-5)",,,
10357,"Szabó Magda","Castelló Eloi; Ginés María","La porta",Catalan,Spain,2005,Barcelona,RBA,"271 p.",Hungarian,"1a ed.","Az ajtó",,"(ISBN: 84-7871-179-1)",,,
10358,"Szabó Magda","Komlósi Márta","La puerta",Spanish,Spain,2005,Barcelona,Mondadori,"317 p.",Hungarian,"1a ed.","Az ajtó",,"(ISBN: 84-397-1087-9)",,,
10359,"Kosztolányi Dezső","Komlosy Marta","La cometa dorada",Spanish,Spain,2005,Barcelona,"Ediciones B","333 p.",Hungarian,"1a ed.",Aranysárkány,,"(ISBN: 84-666-1543-1)",,,
10360,"Márai Sándor","Xantus Szarvas Judit","Confesiones de un burgués",Spanish,Spain,2005,Barcelona,Salamandra,"478 p.",Hungarian,"3a ed.,","Egy polgár vallomásai",,"(ISBN: 84-7888-865-9)",,,
10361,"Márai Sándor","Csomos Agnes","La mujer justa",Spanish,Spain,2005,Barcelona,Salamandra,"415 p.",Hungarian,"1a ed.","Az Igazi y Judith",,"(ISBN: 84-7888-937-X)",,,
10362,"Bodor Ádám","Kovacsics Adan","La visita del arzobispo",Spanish,Spain,2005,Barcelona,Acantilado,"129 p.",Hungarian,"1a ed.","Az érsek látogatása",,"(ISBN: 84-96136-97-3)",,,
10363,"Márai Sándor","Xantus Szarvas Judit","La amante de Bolzano",Spanish,Spain,2005,Barcelona,Salamandra,"283 p.",Hungarian,"1a ed.","Vendégjáték Bolzanóban",,"(ISBN: 84-96333-32-9)",,,
10364,"Heltai Eugenio; Heltai Jenő","Révesz Andrés","La verdad a perra chica",Spanish,Spain,2005,"Pozuelo de Alarcón",Espasa-Calpe,"181 p.",Hungarian,,,,"(ISBN: 84-670-1773-2)",,,
10365,"Pap Károly","Kovacsics Adan",Azarel,Spanish,Spain,2005,Barcelona,Minúscula,"301 p.",Hungarian,"1a ed.",Azarel,,"(ISBN: 84-95587-24-6)",,,
10366,"Esterházy Péter; Kertész Imre","Kovacsics Adan","Una historia, dos relatos",Spanish,Spain,2005,"Barcelona; Barcelona","Círculo de lectores; Galaxia Gutenberg","77 p.","Hungarian; Hungarian",,"Jegyzökönyu; Elet es irodalom",,"(ISBN: 84-672-0819-8, 84-8109-114-6); (ISBN: 84-672-0819-8, 84-8109-114-6)",,,
10367,"Zilahy Lajos","Oliver Brachfeld Ferenc","Los Dukay",Spanish,Spain,2005,Madrid,Alfaguara,"799 p.",Hungarian,,"Rézmetszet alkonyat",,"(ISBN: 84-204-6774-X)",,,
10368,"Zsolt Béla","Xantus Szarvas Judit","Nueve maletas",Spanish,Spain,2005,Madrid,"Punto de lectura","547 p.",Hungarian,,"Kilenc koffer",,"(ISBN: 84-663-1741-4)",,,
10369,"Márai Sándor","Castelló Gasol Eloi; Soler Horta Anna","La dona justa",Catalan,Spain,2005,Barcelona,"edicions 62","413 p.",Hungarian,"1a ed.","Az Igazi y Judith",,"(ISBN: 84-297-5590-X)",,,
10370,"Krasznahorkai László","Kovacsics Adan","Al norte la montaña, al sur el lago, al oeste el camino, al este el río",Spanish,Spain,2005,Barcelona,Acantilado,"143 p.",Hungarian,"1a ed.","Északról hegy, Délről tó, Nyugatról utak, Keletről folyó",,"(ISBN: 84-96489-26-4)",,,
10371,"Kertész Imre","Kovacsics Adan","La bandera inglesa",Spanish,Spain,2005,Barcelona,Acantilado,"172 p.",Hungarian,"1a ed.","Az angol lobogó",,"(ISBN: 84-96489-24-8)",,,
10372,"Mallasz Gitta","Fenes Escola María Pilar; Viscarro Aubeso Marita","Converses amb àngels : document recollit per Gitta Mallasz",Catalan,Spain,2005,Barcelona,Mediterrània,"358 p.",Hungarian,"1a ed.","Az angyal válaszol",,"(ISBN: 84-8334-706-7)",German,,
10373,"Molnár Ferenc","Leskovac Mladen","Djecaci Pavlove ulice",Serbian,Spain,2005,Madrid,Mediasat,"189 p.",Hungarian,,"A Pál-utkai fiúk",,"(ISBN: 84-9819-290-0, 86-7706-132-0); (ISBN: 84-9819-290-0, 86-7706-132-0)",,,
10374,"Márai Sándor","Csomos Agnes","La mujer justa",Spanish,Spain,2005,Barcelona,"Círculo de lectores","442 p.",Hungarian,,"Az Igazi y Judith",,"(ISBN: 84-672-1562-3)",,,
10375,"Esterházy Péter","Szijj Mária","Versión corregida; Armonía celestia","Spanish; Spanish",Spain,2005,"Barcelona; Barcelona","Galaxia Gutenberg; Círculo de lectores","345 p.","Hungarian; Hungarian",,"Javitto kiadás; Harmonia caelestis",,"(ISBN: 84-672-1386-8, 84-8109-510-9); (ISBN: 84-672-1386-8, 84-8109-510-9)",,,
10376,"Kertész Imre","Castelló i Gassol Eloi","Jo, un altre : la crònica del canvi",Catalan,Spain,2005,Barcelona,"Quaderns Crema","133 p.",Hungarian,"1a ed.","Valaki más",,"(ISBN: 84-7727-436-3)",,,
10377,"Örkény István","Huotari Juhani",Minuuttinovelleja,Finnish,Finland,2005,"Jyväskylä; Helsinki",Loisto,"214 s.",Hungarian,"2. p.",,,"(ISBN: 952-459-502-8)",,,
10378,"Cziffra György","Pohjola Sinikka","Tykkejä ja kukkia",Finnish,Finland,2005,Jyväskylä,Minerva,"245 s., kuv.",Hungarian,,"Ágyúkés virágok",,"(ISBN: 952-5591-17-4)",,,
10379,"Kertész Imre","Hassi Outi",Tappio,Finnish,Finland,2005,Helsingissä,Otava,"432 s.",Hungarian,,"A kudarc",,"(ISBN: 951-1-19930-7)",,,
10380,"Komoly Csalás István","Erkki Harri","Klang : hyttysen pisto ; vampyyriheimon elämästä",Finnish,Finland,2005,Turku,Pelipeitto,"113 s.",Hungarian,,Klang,,"(ISBN: 951-98054-8-6)",,,
10381,"Czédli Gábor","László Major","Boolen funktiot",Finnish,Finland,2005,Tampere,"Tampereen teknillinen yliopisto","v, 78 s., kuv.",Hungarian,,Boole-függvények,,"(ISBN: 952-15-1441-8)",,,
10382,"József Attila; Kassai Georges; Sicre Jean-Pierre",,"Aimez moi : l'oeuvre poétique",French,France,2005,Paris,Phébus,"1 vol. (703 p.), couv. ill. en coul.",Hungarian,,,,"(ISBN: 2-85940-588-7)",,,
10383,"Kovács Éva",,"L'âge d'or de l'orfèvrerie parisienne : au temps des princes de Valois",French,France,2004,Dijon,Faton,"412 p., nombreuses ill. en noir et en coul., jaquette ill. en coul.",Hungarian,,,,"(ISBN: 2-87844-063-3)",,,
10384,"Nádas Péter","Martin Marc","La mort seul à seul",French,France,2004,Paris,"l'Esprit des péninsules","287 p., ill. en noir et en coul., couv. ill. en coul.",Hungarian,,,,"(ISBN: 2-84636-071-5)",,,
10385,"Kertész Imre","Zaremba Charles; Zaremba-Huzsvai Natalia","Le drapeau anglais",French,France,2004,Arles,"Actes Sud","60 p., couv. ill. en coul.",Hungarian,,"Az angol lobogó",,"(ISBN: 2-7427-4996-9)",,,
10386,"Szabó Magda","Tardos Tibor","La ballade d'Iza",French,France,2004,Paris,"V. Hamy","261 p., couv. ill.",Hungarian,,,,"(ISBN: 2-87858-199-7)",,,
10387,"Szabó Magda","Philippe Chantal","La porte",French,France,2004,Paris,"V. Hamy","276 p., couv. ill.",Hungarian,,"Az ajtó",,"(ISBN: 2-87858-200-4)",,,
10388,"Márai Sándor","Bianu Zéno; Kassai Georges","Un chien de caractère",French,France,2005,Paris,"Librairie générale française","216 p., couv. ill. en coul.",Hungarian,,Csutora,,"(ISBN: 2-253-09931-7)",,,
10389,"Nádas Péter","Bellamy Gilles; Kassai Georges","Minotaure : nouvelles",French,France,2005,Paris,Plon,"287 p., couv. ill. en coul.",Hungarian,,Minotaurus,,"(ISBN: 2-259-19927-5)",,,
10390,"Kertész Imre","Zaremba Charles; Zaremba-Huzsvai Natalia","Le drapeau anglais : suivi de Le chercheur de traces : et de Procès-verbal",French,France,2005,Arles,"Actes Sud","1 vol. (218 p.), couv. ill.",Hungarian,,"Az angol lobogó",,"(ISBN: 2-7427-5435-0)",,,
10391,"Krasznahorkai László; Tarr Bela",,"Les harmonies Werckmeister",French,France,2005,Paris,"Blaq out","1 DVD vidéo monoface double couche zone 2 (2 h 20 min), 16/9, n. et b. (PAL), son., surround (Dolby)",Hungarian,"bilingual ed.",,,,,,
10392,"Karinthy Frigyes","Karinthy Judith; Karinthy Pierre","La ballade des hommes muets : nouvelles",French,France,2005,Paris,"Éditions des Syrtes","1 vol. (222 p.), jaquette ill. en coul.",Hungarian,,"Ballada a néma ferfiakról",,"(ISBN: 2-84545-110-5)",,,
10393,"Karinthy Ferenc","Karinthy Judith; Karinthy Pierre",Épépé,French,France,2005,Paris,Denoël,"1 vol. (279 p.), couv. ill.",Hungarian,,Epepe,,"(ISBN: 2-207-25721-5)",,,
10394,"Karinthy Ferenc","Karinthy Judith; Karinthy Pierre","L'âge d'or",French,France,2005,Paris,Denoël,"1 vol. (109 p.), couv. ill.",Hungarian,,Aranyidő,,"(ISBN: 2-207-25527-1)",,,
10395,"Schwajda György","Rády Kristina","Notre père",French,France,2005,Montreuil-sous-Bois,"Éditions théâtrales","1 vol. (62 p.), couv. ill.",Hungarian,,,,"(ISBN: 2-84260-191-2)",,,
10396,"Fonyódi Tibor","Zaremba Charles; Zaremba-Huzsvai Natalia","Le chamane d'Attila",French,France,2005,Paris,Pygmalion,"1 vol. (406 p.), couv. ill. en coul.",Hungarian,,"Isten ostorai",,"(ISBN: 2-85704-833-5)",,,
10397,"Szabolcsi Bence","Zaremba Charles; Zaremba-Huzsvai Natalia","Les cigognes d'Aquilée : de l'effondrement des cultures",French,France,2005,"La Tour-d'Aigues","Éditions de l'Aube","1 vol. (56 p.), couv. ill. en coul.",Hungarian,,"Aquileia gólyái : vázlat a kultúrák pusztulásáról",,"(ISBN: 2-7526-0139-5)",,,
10398,"Márai Sándor","Barre Eve","Paix à Ithaque !",French,France,2005,Paris,"Librairie générale française","1 vol. (444 p.), couv. ill. en coul.",Hungarian,,"Béke Ithakában",,"(ISBN: 2-253-13081-8)",,,
10399,"Kertész Imre","Zaremba Charles; Zaremba-Huzsvai Natalia",Liquidation,French,France,2005,Arles,"Actes Sud","1 vol. (126 p.), couv. ill.",Hungarian,,Felszámolás,,"(ISBN: 2-7427-5683-3, 2-7609-2508-0); (ISBN: 2-7427-5683-3, 2-7609-2508-0)",,,
10400,"Esterházy Péter","Járfás Agnès","Revu et corrigé",French,France,2005,Paris,Gallimard,"1 vol. (400 p.)",Hungarian,,"Javított kiadás",,"(ISBN: 2-07-076826-0)",,,
10401,,"Damjanov Jadranka","Mala antologija velike madjarske poezije 20. stoljeća : dvanaest pjesama i jedno pismo",Croatian,Croatia,2005,Zagreb,Sipar,"180 str., ilustr.",Hungarian,"bilingual ed.",,,"(ISBN: 953-6415-31-3)",,,
10402,"Emese Sipos","Benčik Klara Matić","Biblija u slikama : Novi zavjet",Croatian,Croatia,2005,Zagreb,"Nova knjiga Rast","115 str., ilustr. u bojama",Hungarian,,,,"(ISBN: 953-237-003-X)",,,
10403,"Balaž Eržebet; Dede Géza","Matić Piroška Ema","Ukrasne vrtne biljke",Croatian,Croatia,2005,Zagreb,"Nova knjiga Rast","128 str., ilustr. u bojama",Hungarian,,"Kertunk evelo novenyei",,"(ISBN: 953-237-002-1)",,,
10404,"Nádas Péter","Peternai Kristina","Divna povijest fotografije",Croatian,Croatia,2005,Zaprešić,Fraktura,"139 str.",Hungarian,"1. izd","A fotográfia szép története",,"(ISBN: 953-7052-62-1)",,,
10405,"Bodor Ádám","Ušumović Neven","Okrug Sinistra",Croatian,Croatia,2005,Zagreb,Meandar,"175 str.",Hungarian,,"Sinistra Körzet",,"(ISBN: 953-206-177-0)",,,
10406,"Bekeffi István","Glik Zlatko","Pas zvan gospodin Bozzi",Croatian,Croatia,2005,Zagreb,Znanje,"135 str., ilustr.",Hungarian,"2. izd. u ovoj biblioteci","A kutya, akit Bozzi",,"(ISBN: 953-6473-89-5)",,,
10407,"Hamvas Béla; Andrić Stanko","Galeta Ivan Ladislav","Madjarski Hiperion",Croatian,Croatia,2005,Zagreb,Ceres,"159 str.",Hungarian,,"A Magyar Huperion",,"(ISBN: 953-207-099-0)",,,
10408,"Baracskai Zoltán; Dorfler Viktor; Velencei Jolan",,"Majstor i kalfa",Croatian,Croatia,2005,Zagreb,"Sinergija nakladništvo","119 str., ilustr.",Hungarian,,"Mester es inas",,"(ISBN: 953-6895-24-2)",,,
10409,"Jókai Mór","Mlinarec Vesna","Zlatni čovjek",Croatian,Croatia,2005,Zagreb,"Mlinarec & Plavić","400 str.",Hungarian,,"Az aranyember",,"(ISBN: 953-6765-84-5)",,,
10410,"Kertész Imre","Detoni Xenia",Fijasko,Croatian,Croatia,2005,Zaprešić,Fraktura,"363 str.",Hungarian,"1. izd","A kudarc",,"(ISBN: 953-7052-68-0)",,,
10411,"Háy János; Németh Ákos; Pozsgai Zsolt; Spiró György; Szilágy Andor; Ćurković-Major Franciska","Ćurković Ivan; Filaković Ištvan; Molnar Helena; Šantić Viktorija; Šmit Andrej","Nova madjarska drama - Julia i njezin poručnik ; Neotposlana pisma ; Valcer proroka ; Mali Geza ; Sudar",Croatian,Croatia,2005,Zagreb,"Hrvatski centar ITI-UNESCO","398 str.","Hungarian; Hungarian; Hungarian; Hungarian; Hungarian",,"Koccanas; Julia es a hadnagy; A Gézagyerek; El nem kuldott levelek; Prófétakeringő",,"(ISBN: 953-6343-40-1)",,,
10412,"Darvasi László","Peternai Kristina","Nabaviti ženu : ratne novele",Croatian,Croatia,2005,Zaprešić,Fraktura,"197 str.",Hungarian,"1. izd","Szerezni egy not",,"(ISBN: 953-7052-74-5)",,,
10413,"Hamvas Béla","Damjanov Jadranka","Anthologia humana : pet tisućljeća mudrosti",Croatian,Croatia,2005,Zagreb,Sipar,"323 str.",Hungarian,,"Anthologia humana",,"(ISBN: 953-6415-39-9)",,,
10414,"Zrinyi Karoly","Brzak Izabela","Monografija grada Čakovca : povijest dvorca i grada : popis stanovništva iz 1901.",Croatian,Croatia,2005,Čakovec,"Povijesno društvo Medjimurske županije","472 str., ilustr.",Hungarian,,"Csaktornya monografiaja",,"(ISBN: 953-99360-4-7)",,,
